,Pagetag,Sentence
1582,Beatles,"As a soundtrack for Cirque du Soleil's Las Vegas Beatles stage revue, Love, George Martin and his son Giles remixed and blended 130 of the band's recordings to create what Martin called ""a way of re-living the whole Beatles musical lifespan in a very condensed period""."
1583,Beatles,"The show premiered in June 2006, and the Love album was released that November."
1584,Beatles,"In April 2009, Starr performed three songs with McCartney at a benefit concert held at New York's Radio City Music Hall and organised by McCartney."
1585,Beatles,"On 9 September 2009, the Beatles' entire back catalogue was reissued following an extensive digital remastering process that lasted four years."
1586,Beatles,"Stereo editions of all twelve original UK studio albums, along with Magical Mystery Tour and the Past Masters compilation, were released on compact disc both individually and as a box set."
1587,Beatles,"A second collection, The Beatles in Mono, included remastered versions of every Beatles album released in true mono along with the original 1965 stereo mixes of Help!"
1588,Beatles,and Rubber Soul (both of which Martin had remixed for the 1987 editions).
1589,Beatles,"The Beatles: Rock Band, a music video game in the Rock Band series, was issued on the same day."
1590,Beatles,"In December 2009, the band's catalogue was officially released in FLAC and MP3 format in a limited edition of 30,000 USB flash drives."
1591,Beatles,"Owing to a long-running royalty disagreement, the Beatles were among the last major artists to sign deals with online music services."
1592,Beatles,"Residual disagreement emanating from Apple Corps' dispute with Apple, Inc., iTunes' owners, over the use of the name ""Apple"" was also partly responsible for the delay, although in 2008, McCartney stated that the main obstacle to making the Beatles' catalogue available online was that EMI ""want something we're not prepared to give them""."
1593,Beatles,"In 2010, the official canon of thirteen Beatles studio albums, Past Masters, and the ""Red"" and ""Blue"" greatest-hits albums were made available on iTunes."
1594,Beatles,"In 2012, EMI's recorded music operations were sold to Universal Music Group."
1595,Beatles,"In order for Universal Music to acquire EMI, the European Union, for antitrust reasons, forced EMI to spin off assets including Parlophone."
1596,Beatles,"Universal was allowed to keep the Beatles' recorded music catalogue, managed by Capitol Records under its Capitol Music Group division."
1597,Beatles,The entire original Beatles album catalogue was also reissued on vinyl in 2012; available either individually or as a box set.
1598,Beatles,"In 2013, a second volume of BBC recordings, titled On Air – Live at the BBC Volume 2, was released."
1599,Beatles,That December saw the release of another 59 Beatles recordings on iTunes.
1600,Beatles,"The set, titled The Beatles Bootleg Recordings 1963, had the opportunity to gain a 70-year copyright extension conditional on the songs being published at least once before the end of 2013."
1601,Beatles,Apple Records released the recordings on 17 December to prevent them from going into the public domain and had them taken down from iTunes later that same day.
1602,Beatles,"Fan reactions to the release were mixed, with one blogger saying ""the hardcore Beatles collectors who are trying to obtain everything will already have these."""
1603,Beatles,"On 26 January 2014, McCartney and Starr performed together at the 56th Annual Grammy Awards, held at the Staples Center in Los Angeles."
1604,Beatles,"The following day, The Night That Changed America: A Grammy Salute to The Beatles television special was taped in the Los Angeles Convention Center's West Hall."
1605,Beatles,"It aired on 9 February, the exact date of – and at the same time, and on the same network as – the original broadcast of the Beatles' first US television appearance on The Ed Sullivan Show, 50 years earlier."
1606,Beatles,"The special included performances of Beatles songs by current artists as well as by McCartney and Starr, archival footage, and interviews with the two surviving ex-Beatles carried out by David Letterman at the Ed Sullivan Theater."
1607,Beatles,"In December 2015, the Beatles released their catalogue for streaming on various streaming music services including Spotify and Apple Music."
1608,Beatles,"In September 2016, the documentary film The Beatles: Eight Days a Week was released."
1609,Beatles,"Directed by Ron Howard, it chronicled the Beatles' career during their touring years from 1962 to 1966, from their performances in Liverpool's the Cavern Club in 1961 to their final concert in San Francisco in 1966."
1610,Beatles,"The film was released theatrically on 15 September 2016 in the United Kingdom and the United States, and started streaming on Hulu on 17 September 2016."
1611,Beatles,"It received several awards and nominations, including for Best Documentary at the 70th British Academy Film Awards and the Outstanding Documentary or Nonfiction Special at the 69th Primetime Creative Arts Emmy Awards."
1612,Beatles,"An expanded, remixed and remastered version of the 1977 live album The Beatles at the Hollywood Bowl was released on 9 September 2016, to coincide with the release of the film."
1613,Beatles,"On 18 May 2017, Sirius XM Radio launched a 24/7 radio channel, The Beatles Channel."
1614,Beatles,"A week later, Sgt."
1615,Beatles,Pepper's Lonely Hearts Club Band was reissued with new stereo mixes and unreleased material for the album's 50th anniversary.
1616,Beatles,"Similar box sets were released for The Beatles in November 2018, and Abbey Road in September 2019."
1617,Beatles,"On the first week of October 2019, Abbey Road returned to number one on the UK Albums Chart."
1618,Beatles,The Beatles broke their own record for the album with the longest gap between topping the charts as Abbey Road hit the top spot 50 years after its original release.
1619,Beatles,"In Icons of Rock: An Encyclopedia of the Legends Who Changed Music Forever, Scott Schinder and Andy Schwartz describe the Beatles' musical evolution:"
1620,Beatles,"In their initial incarnation as cheerful, wisecracking moptops, the Fab Four revolutionised the sound, style, and attitude of popular music and opened rock and roll's doors to a tidal wave of British rock acts."
